SBY 13:07:07 [gf128_serialize_bmc] Removing directory '/workspaces/mission-2e52a6f8/repo/formal/gf128_serialize_bmc'.
SBY 13:07:07 [gf128_serialize_bmc] Copy '/workspaces/mission-2e52a6f8/repo/asic_core/rtl/gf2n_mul_bitstream.sv' to '/workspaces/mission-2e52a6f8/repo/formal/gf128_serialize_bmc/src/gf2n_mul_bitstream.sv'.
SBY 13:07:07 [gf128_serialize_bmc] Copy '/workspaces/mission-2e52a6f8/repo/asic_core/rtl/gf128_mul_bitstream.sv' to '/workspaces/mission-2e52a6f8/repo/formal/gf128_serialize_bmc/src/gf128_mul_bitstream.sv'.
SBY 13:07:07 [gf128_serialize_bmc] Copy '/workspaces/mission-2e52a6f8/repo/formal/gf128_serialize_formal.sv' to '/workspaces/mission-2e52a6f8/repo/formal/gf128_serialize_bmc/src/gf128_serialize_formal.sv'.
SBY 13:07:07 [gf128_serialize_bmc] engine_0: smtbmc yices
SBY 13:07:07 [gf128_serialize_bmc] base: starting process "cd gf128_serialize_bmc/src; yosys -ql ../model/design.log ../model/design.ys"
SBY 13:07:07 [gf128_serialize_bmc] base: finished (returncode=0)
SBY 13:07:07 [gf128_serialize_bmc] prep: starting process "cd gf128_serialize_bmc/model; yosys -ql design_prep.log design_prep.ys"
SBY 13:07:08 [gf128_serialize_bmc] prep: finished (returncode=0)
SBY 13:07:08 [gf128_serialize_bmc] smt2: starting process "cd gf128_serialize_bmc/model; yosys -ql design_smt2.log design_smt2.ys"
SBY 13:07:08 [gf128_serialize_bmc] smt2: finished (returncode=0)
SBY 13:07:08 [gf128_serialize_bmc] engine_0: starting process "cd gf128_serialize_bmc; yosys-smtbmc -s yices --presat --unroll --noprogress -t 80  --append 0 --dump-vcd engine_0/trace.vcd --dump-yw engine_0/trace.yw --dump-vlogtb engine_0/trace_tb.v --dump-smtc engine_0/trace.smtc model/design_smt2.smt2"
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Solver: yices
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Checking assumptions in step 0..
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Checking assertions in step 0..
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Checking assumptions in step 1..
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Checking assertions in step 1..
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Checking assumptions in step 2..
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Checking assertions in step 2..
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Checking assumptions in step 3..
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Checking assertions in step 3..
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Checking assumptions in step 4..
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Checking assertions in step 4..
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Checking assumptions in step 5..
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Checking assertions in step 5..
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Checking assumptions in step 6..
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Checking assertions in step 6..
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Checking assumptions in step 7..
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Checking assertions in step 7..
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Checking assumptions in step 8..
SBY 13:07:08 [gf128_serialize_bmc] engine_0: ##   0:00:00  Checking assertions in step 8..
